Volatility 3 Framework 2.4.1

PID	Process	Block	Variable	Value
2428	svchost.exe	0x1a88c403940	SystemDrive	C:
2428	svchost.exe	0x1a88c403940	SystemRoot	C:\Windows
2428	svchost.exe	0x1a88c403940	TEMP	C:\Windows\SERVIC~1\LOCALS~1\AppData\Local\Temp
2428	svchost.exe	0x1a88c403940	TMP	C:\Windows\SERVIC~1\LOCALS~1\AppData\Local\Temp
2428	svchost.exe	0x1a88c403940	TOOL_LIST_DIR	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\FLARE
2428	svchost.exe	0x1a88c403940	TOOL_LIST_SHORTCUT	C:\Users\IEUser\Desktop\FLARE.lnk
2428	svchost.exe	0x1a88c403940	USERDOMAIN	NT AUTHORITY
2428	svchost.exe	0x1a88c403940	USERNAME	LOCAL SERVICE
2428	svchost.exe	0x1a88c403940	USERPROFILE	C:\Windows\ServiceProfiles\LocalService
2428	svchost.exe	0x1a88c403940	VM_COMMON_DIR	C:\ProgramData\FEVM
2428	svchost.exe	0x1a88c403940	windir	C:\Windows
3928	ApplicationFra	0x1f50ac42590	ALLUSERSPROFILE	C:\ProgramData
3928	ApplicationFra	0x1f50ac42590	APPDATA	C:\Users\IEUser\AppData\Roaming
3928	ApplicationFra	0x1f50ac42590	ChocolateyInstall	C:\ProgramData\chocolatey
3928	ApplicationFra	0x1f50ac42590	ChocolateyLastPathUpdate	132973136170645366
3928	ApplicationFra	0x1f50ac42590	ChocolateyToolsLocation	C:\Tools
3928	ApplicationFra	0x1f50ac42590	CommonProgramFiles	C:\Program Files\Common Files
3928	ApplicationFra	0x1f50ac42590	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
3928	ApplicationFra	0x1f50ac42590	CommonProgramW6432	C:\Program Files\Common Files
3928	ApplicationFra	0x1f50ac42590	COMPUTERNAME	MSEDGEWIN10
3928	ApplicationFra	0x1f50ac42590	ComSpec	C:\Windows\system32\cmd.exe
3928	ApplicationFra	0x1f50ac42590	DriverData	C:\Windows\System32\Drivers\DriverData
3928	ApplicationFra	0x1f50ac42590	HOMEDRIVE	C:
3928	ApplicationFra	0x1f50ac42590	HOMEPATH	\Users\IEUser
3928	ApplicationFra	0x1f50ac42590	JAVA_HOME	C:\Program Files\OpenJDK\openjdk-11.0.15_10
3928	ApplicationFra	0x1f50ac42590	LOCALAPPDATA	C:\Users\IEUser\AppData\Local
3928	ApplicationFra	0x1f50ac42590	LOGONSERVER	\\MSEDGEWIN10
3928	ApplicationFra	0x1f50ac42590	NUMBER_OF_PROCESSORS	8
3928	ApplicationFra	0x1f50ac42590	OneDrive	C:\Users\IEUser\OneDrive
3928	ApplicationFra	0x1f50ac42590	OS	Windows_NT
3928	ApplicationFra	0x1f50ac42590	Path	C:\Program Files\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Python37\Scripts\;C:\Python37\;C:\Python27\;C:\Python27\Scripts;C:\ProgramData\Boxstarter;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\ProgramData\chocolatey\bin;C:\Program Files\Puppet Labs\Puppet\bin;C:\Program Files\OpenJDK\openjdk-11.0.15_10\bin;C:\Program Files\nodejs\;C:\Program Files\Microsoft VS Code\bin;C:\Users\IEUser\AppData\Local\Microsoft\WindowsApps;C:\Tools\Cmder;C:\ProgramData\chocolatey\lib\radare2.flare\tools\radare2\bin;C:\Tools\java-deobfuscator-gui;C:\Tools\Bytecode-Viewer;C:\Program Files (x86)\Nmap;C:\ProgramData\chocolatey\lib\rawcap\tools\rawcap;C:\Tools\pyinstxtractor;C:\Tools\oledump;C:\Tools\rtfdump;C:\Tools\msoffcrypto-crack;C:\Program Files (x86)\pdfid;C:\Program Files (x86)\pdfparser;C:\pdfstreamdumper;C:\iDefense\SysAnalyzer;C:\Users\IEUser\AppData\Local\Programs\Fiddler;C:\Users\IEUser\AppData\Roaming\npm
3928	ApplicationFra	0x1f50ac42590	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
3928	ApplicationFra	0x1f50ac42590	PROCESSOR_ARCHITECTURE	AMD64
3928	ApplicationFra	0x1f50ac42590	PROCESSOR_IDENTIFIER	AMD64 Family 23 Model 113 Stepping 0, AuthenticAMD
3928	ApplicationFra	0x1f50ac42590	PROCESSOR_LEVEL	23
3928	ApplicationFra	0x1f50ac42590	PROCESSOR_REVISION	7100
3928	ApplicationFra	0x1f50ac42590	ProgramData	C:\ProgramData
3928	ApplicationFra	0x1f50ac42590	ProgramFiles	C:\Program Files
3928	ApplicationFra	0x1f50ac42590	ProgramFiles(x86)	C:\Program Files (x86)
3928	ApplicationFra	0x1f50ac42590	ProgramW6432	C:\Program Files
3928	ApplicationFra	0x1f50ac42590	PROMPT	FLARE$S$d$s$t$_$p$+$g
3928	ApplicationFra	0x1f50ac42590	PSModulePath	C:\Users\IEUser\Documents\WindowsPowerShell\Modules
3928	ApplicationFra	0x1f50ac42590	PUBLIC	C:\Users\Public
3928	ApplicationFra	0x1f50ac42590	RAW_TOOLS_DIR	C:\Tools
3928	ApplicationFra	0x1f50ac42590	SystemDrive	C:
3928	ApplicationFra	0x1f50ac42590	SystemRoot	C:\Windows
3928	ApplicationFra	0x1f50ac42590	TEMP	C:\Users\IEUser\AppData\Local\Temp
3928	ApplicationFra	0x1f50ac42590	TMP	C:\Users\IEUser\AppData\Local\Temp
3928	ApplicationFra	0x1f50ac42590	TOOL_LIST_DIR	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\FLARE
3928	ApplicationFra	0x1f50ac42590	TOOL_LIST_SHORTCUT	C:\Users\IEUser\Desktop\FLARE.lnk
3928	ApplicationFra	0x1f50ac42590	USERDOMAIN	MSEDGEWIN10
3928	ApplicationFra	0x1f50ac42590	USERDOMAIN_ROAMINGPROFILE	MSEDGEWIN10
3928	ApplicationFra	0x1f50ac42590	USERNAME	IEUser
3928	ApplicationFra	0x1f50ac42590	USERPROFILE	C:\Users\IEUser
3928	ApplicationFra	0x1f50ac42590	VM_COMMON_DIR	C:\ProgramData\FEVM
3928	ApplicationFra	0x1f50ac42590	windir	C:\Windows
3928	ApplicationFra	0x1f50ac42590	_NT_SYMBOL_PATH	symsrv*symsrv.dll*C:\symbols*http://msdl.microsoft.com/download/symbols
5680	svchost.exe	0x152b9003940	ALLUSERSPROFILE	C:\ProgramData
5680	svchost.exe	0x152b9003940	APPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Roaming
5680	svchost.exe	0x152b9003940	ChocolateyInstall	C:\ProgramData\chocolatey
5680	svchost.exe	0x152b9003940	ChocolateyToolsLocation	C:\Tools
5680	svchost.exe	0x152b9003940	CommonProgramFiles	C:\Program Files\Common Files
5680	svchost.exe	0x152b9003940	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
5680	svchost.exe	0x152b9003940	CommonProgramW6432	C:\Program Files\Common Files
5680	svchost.exe	0x152b9003940	COMPUTERNAME	MSEDGEWIN10
5680	svchost.exe	0x152b9003940	ComSpec	C:\Windows\system32\cmd.exe
5680	svchost.exe	0x152b9003940	DriverData	C:\Windows\System32\Drivers\DriverData
5680	svchost.exe	0x152b9003940	JAVA_HOME	C:\Program Files\OpenJDK\openjdk-11.0.15_10
5680	svchost.exe	0x152b9003940	LOCALAPPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Local
5680	svchost.exe	0x152b9003940	NUMBER_OF_PROCESSORS	8
5680	svchost.exe	0x152b9003940	OS	Windows_NT
5680	svchost.exe	0x152b9003940	Path	C:\Program Files\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Python37\Scripts\;C:\Python37\;C:\Python27\;C:\Python27\Scripts;C:\ProgramData\Boxstarter;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\ProgramData\chocolatey\bin;C:\Program Files\Puppet Labs\Puppet\bin;C:\Program Files\OpenJDK\openjdk-11.0.15_10\bin;C:\Program Files\nodejs\;C:\Program Files\Microsoft VS Code\bin;C:\Windows\ServiceProfiles\LocalService\AppData\Local\Microsoft\WindowsApps
5680	svchost.exe	0x152b9003940	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
5680	svchost.exe	0x152b9003940	PROCESSOR_ARCHITECTURE	AMD64
5680	svchost.exe	0x152b9003940	PROCESSOR_IDENTIFIER	AMD64 Family 23 Model 113 Stepping 0, AuthenticAMD
5680	svchost.exe	0x152b9003940	PROCESSOR_LEVEL	23
5680	svchost.exe	0x152b9003940	PROCESSOR_REVISION	7100
5680	svchost.exe	0x152b9003940	ProgramData	C:\ProgramData
5680	svchost.exe	0x152b9003940	ProgramFiles	C:\Program Files
5680	svchost.exe	0x152b9003940	ProgramFiles(x86)	C:\Program Files (x86)
5680	svchost.exe	0x152b9003940	ProgramW6432	C:\Program Files
5680	svchost.exe	0x152b9003940	PSModulePath	C:\ProgramData\FEVM;C:\ProgramData\Boxstarter;C:\Program Files\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
5680	svchost.exe	0x152b9003940	PUBLIC	C:\Users\Public
5680	svchost.exe	0x152b9003940	RAW_TOOLS_DIR	C:\Tools
5680	svchost.exe	0x152b9003940	SystemDrive	C:
5680	svchost.exe	0x152b9003940	SystemRoot	C:\Windows
5680	svchost.exe	0x152b9003940	TEMP	C:\Windows\SERVIC~1\LOCALS~1\AppData\Local\Temp
5680	svchost.exe	0x152b9003940	TMP	C:\Windows\SERVIC~1\LOCALS~1\AppData\Local\Temp
5680	svchost.exe	0x152b9003940	TOOL_LIST_DIR	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\FLARE
5680	svchost.exe	0x152b9003940	TOOL_LIST_SHORTCUT	C:\Users\IEUser\Desktop\FLARE.lnk
5680	svchost.exe	0x152b9003940	USERDOMAIN	NT AUTHORITY
5680	svchost.exe	0x152b9003940	USERNAME	LOCAL SERVICE
5680	svchost.exe	0x152b9003940	USERPROFILE	C:\Windows\ServiceProfiles\LocalService
5680	svchost.exe	0x152b9003940	VM_COMMON_DIR	C:\ProgramData\FEVM
5680	svchost.exe	0x152b9003940	windir	C:\Windows
3036	svchost.exe	0x1d0196038c0	ALLUSERSPROFILE	C:\ProgramData
3036	svchost.exe	0x1d0196038c0	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
3036	svchost.exe	0x1d0196038c0	ChocolateyInstall	C:\ProgramData\chocolatey
3036	svchost.exe	0x1d0196038c0	ChocolateyToolsLocation	C:\Tools
3036	svchost.exe	0x1d0196038c0	CommonProgramFiles	C:\Program Files\Common Files
3036	svchost.exe	0x1d0196038c0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
3036	svchost.exe	0x1d0196038c0	CommonProgramW6432	C:\Program Files\Common Files
3036	svchost.exe	0x1d0196038c0	COMPUTERNAME	MSEDGEWIN10
3036	svchost.exe	0x1d0196038c0	ComSpec	C:\Windows\system32\cmd.exe
3036	svchost.exe	0x1d0196038c0	DriverData	C:\Windows\System32\Drivers\DriverData
3036	svchost.exe	0x1d0196038c0	JAVA_HOME	C:\Program Files\OpenJDK\openjdk-11.0.15_10
3036	svchost.exe	0x1d0196038c0	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
3036	svchost.exe	0x1d0196038c0	NUMBER_OF_PROCESSORS	8
3036	svchost.exe	0x1d0196038c0	OS	Windows_NT
3036	svchost.exe	0x1d0196038c0	Path	C:\Program Files\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Python37\Scripts\;C:\Python37\;C:\Python27\;C:\Python27\Scripts;C:\ProgramData\Boxstarter;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\ProgramData\chocolatey\bin;C:\Program Files\Puppet Labs\Puppet\bin;C:\Program Files\OpenJDK\openjdk-11.0.15_10\bin;C:\Program Files\nodejs\;C:\Program Files\Microsoft VS Code\bin;C:\Windows\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps
3036	svchost.exe	0x1d0196038c0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
3036	svchost.exe	0x1d0196038c0	PROCESSOR_ARCHITECTURE	AMD64
3036	svchost.exe	0x1d0196038c0	PROCESSOR_IDENTIFIER	AMD64 Family 23 Model 113 Stepping 0, AuthenticAMD
3036	svchost.exe	0x1d0196038c0	PROCESSOR_LEVEL	23
3036	svchost.exe	0x1d0196038c0	PROCESSOR_REVISION	7100
3036	svchost.exe	0x1d0196038c0	ProgramData	C:\ProgramData
3036	svchost.exe	0x1d0196038c0	ProgramFiles	C:\Program Files
3036	svchost.exe	0x1d0196038c0	ProgramFiles(x86)	C:\Program Files (x86)
3036	svchost.exe	0x1d0196038c0	ProgramW6432	C:\Program Files
3036	svchost.exe	0x1d0196038c0	PSModulePath	C:\ProgramData\FEVM;C:\ProgramData\Boxstarter;C:\Program Files\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
3036	svchost.exe	0x1d0196038c0	PUBLIC	C:\Users\Public
3036	svchost.exe	0x1d0196038c0	RAW_TOOLS_DIR	C:\Tools
3036	svchost.exe	0x1d0196038c0	SystemDrive	C:
3036	svchost.exe	0x1d0196038c0	SystemRoot	C:\Windows
3036	svchost.exe	0x1d0196038c0	TEMP	C:\Windows\TEMP
3036	svchost.exe	0x1d0196038c0	TMP	C:\Windows\TEMP
3036	svchost.exe	0x1d0196038c0	TOOL_LIST_DIR	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\FLARE
3036	svchost.exe	0x1d0196038c0	TOOL_LIST_SHORTCUT	C:\Users\IEUser\Desktop\FLARE.lnk
3036	svchost.exe	0x1d0196038c0	USERDOMAIN	WORKGROUP
3036	svchost.exe	0x1d0196038c0	USERNAME	MSEDGEWIN10$
3036	svchost.exe	0x1d0196038c0	USERPROFILE	C:\Windows\system32\config\systemprofile
3036	svchost.exe	0x1d0196038c0	VM_COMMON_DIR	C:\ProgramData\FEVM
3036	svchost.exe	0x1d0196038c0	windir	C:\Windows
3528	dllhost.exe	0x1e8fc9f2590	ALLUSERSPROFILE	C:\ProgramData
3528	dllhost.exe	0x1e8fc9f2590	APPDATA	C:\Users\IEUser\AppData\Roaming
3528	dllhost.exe	0x1e8fc9f2590	ChocolateyInstall	C:\ProgramData\chocolatey
3528	dllhost.exe	0x1e8fc9f2590	ChocolateyLastPathUpdate	132973136170645366
3528	dllhost.exe	0x1e8fc9f2590	ChocolateyToolsLocation	C:\Tools
3528	dllhost.exe	0x1e8fc9f2590	CommonProgramFiles	C:\Program Files\Common Files
3528	dllhost.exe	0x1e8fc9f2590	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
3528	dllhost.exe	0x1e8fc9f2590	CommonProgramW6432	C:\Program Files\Common Files
3528	dllhost.exe	0x1e8fc9f2590	COMPUTERNAME	MSEDGEWIN10
3528	dllhost.exe	0x1e8fc9f2590	ComSpec	C:\Windows\system32\cmd.exe
3528	dllhost.exe	0x1e8fc9f2590	DriverData	C:\Windows\System32\Drivers\DriverData
3528	dllhost.exe	0x1e8fc9f2590	HOMEDRIVE	C:
3528	dllhost.exe	0x1e8fc9f2590	HOMEPATH	\Users\IEUser
3528	dllhost.exe	0x1e8fc9f2590	JAVA_HOME	C:\Program Files\OpenJDK\openjdk-11.0.15_10
3528	dllhost.exe	0x1e8fc9f2590	LOCALAPPDATA	C:\Users\IEUser\AppData\Local
3528	dllhost.exe	0x1e8fc9f2590	LOGONSERVER	\\MSEDGEWIN10
3528	dllhost.exe	0x1e8fc9f2590	NUMBER_OF_PROCESSORS	8
3528	dllhost.exe	0x1e8fc9f2590	OneDrive	C:\Users\IEUser\OneDrive
3528	dllhost.exe	0x1e8fc9f2590	OS	Windows_NT
3528	dllhost.exe	0x1e8fc9f2590	Path	C:\Program Files\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Python37\Scripts\;C:\Python37\;C:\Python27\;C:\Python27\Scripts;C:\ProgramData\Boxstarter;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\ProgramData\chocolatey\bin;C:\Program Files\Puppet Labs\Puppet\bin;C:\Program Files\OpenJDK\openjdk-11.0.15_10\bin;C:\Program Files\nodejs\;C:\Program Files\Microsoft VS Code\bin;C:\Users\IEUser\AppData\Local\Microsoft\WindowsApps;C:\Tools\Cmder;C:\ProgramData\chocolatey\lib\radare2.flare\tools\radare2\bin;C:\Tools\java-deobfuscator-gui;C:\Tools\Bytecode-Viewer;C:\Program Files (x86)\Nmap;C:\ProgramData\chocolatey\lib\rawcap\tools\rawcap;C:\Tools\pyinstxtractor;C:\Tools\oledump;C:\Tools\rtfdump;C:\Tools\msoffcrypto-crack;C:\Program Files (x86)\pdfid;C:\Program Files (x86)\pdfparser;C:\pdfstreamdumper;C:\iDefense\SysAnalyzer;C:\Users\IEUser\AppData\Local\Programs\Fiddler;C:\Users\IEUser\AppData\Roaming\npm
3528	dllhost.exe	0x1e8fc9f2590	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
3528	dllhost.exe	0x1e8fc9f2590	PROCESSOR_ARCHITECTURE	AMD64
3528	dllhost.exe	0x1e8fc9f2590	PROCESSOR_IDENTIFIER	AMD64 Family 23 Model 113 Stepping 0, AuthenticAMD
3528	dllhost.exe	0x1e8fc9f2590	PROCESSOR_LEVEL	23
3528	dllhost.exe	0x1e8fc9f2590	PROCESSOR_REVISION	7100
3528	dllhost.exe	0x1e8fc9f2590	ProgramData	C:\ProgramData
3528	dllhost.exe	0x1e8fc9f2590	ProgramFiles	C:\Program Files
3528	dllhost.exe	0x1e8fc9f2590	ProgramFiles(x86)	C:\Program Files (x86)
3528	dllhost.exe	0x1e8fc9f2590	ProgramW6432	C:\Program Files
3528	dllhost.exe	0x1e8fc9f2590	PROMPT	FLARE$S$d$s$t$_$p$+$g
3528	dllhost.exe	0x1e8fc9f2590	PSModulePath	C:\Users\IEUser\Documents\WindowsPowerShell\Modules
3528	dllhost.exe	0x1e8fc9f2590	PUBLIC	C:\Users\Public
3528	dllhost.exe	0x1e8fc9f2590	RAW_TOOLS_DIR	C:\Tools
3528	dllhost.exe	0x1e8fc9f2590	SystemDrive	C:
3528	dllhost.exe	0x1e8fc9f2590	SystemRoot	C:\Windows
3528	dllhost.exe	0x1e8fc9f2590	TEMP	C:\Users\IEUser\AppData\Local\Temp
3528	dllhost.exe	0x1e8fc9f2590	TMP	C:\Users\IEUser\AppData\Local\Temp
3528	dllhost.exe	0x1e8fc9f2590	TOOL_LIST_DIR	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\FLARE
3528	dllhost.exe	0x1e8fc9f2590	TOOL_LIST_SHORTCUT	C:\Users\IEUser\Desktop\FLARE.lnk
3528	dllhost.exe	0x1e8fc9f2590	USERDOMAIN	MSEDGEWIN10
3528	dllhost.exe	0x1e8fc9f2590	USERDOMAIN_ROAMINGPROFILE	MSEDGEWIN10
3528	dllhost.exe	0x1e8fc9f2590	USERNAME	IEUser
3528	dllhost.exe	0x1e8fc9f2590	USERPROFILE	C:\Users\IEUser
3528	dllhost.exe	0x1e8fc9f2590	VM_COMMON_DIR	C:\ProgramData\FEVM
3528	dllhost.exe	0x1e8fc9f2590	windir	C:\Windows
3528	dllhost.exe	0x1e8fc9f2590	_NT_SYMBOL_PATH	symsrv*symsrv.dll*C:\symbols*http://msdl.microsoft.com/download/symbols
4016	upfc.exe	0x1881df51ed0	ALLUSERSPROFILE	C:\ProgramData
4016	upfc.exe	0x1881df51ed0	ChocolateyInstall	C:\ProgramData\chocolatey
4016	upfc.exe	0x1881df51ed0	ChocolateyToolsLocation	C:\Tools
4016	upfc.exe	0x1881df51ed0	CommonProgramFiles	C:\Program Files\Common Files
4016	upfc.exe	0x1881df51ed0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
4016	upfc.exe	0x1881df51ed0	CommonProgramW6432	C:\Program Files\Common Files
4016	upfc.exe	0x1881df51ed0	COMPUTERNAME	MSEDGEWIN10
4016	upfc.exe	0x1881df51ed0	ComSpec	C:\Windows\system32\cmd.exe
4016	upfc.exe	0x1881df51ed0	DriverData	C:\Windows\System32\Drivers\DriverData
4016	upfc.exe	0x1881df51ed0	JAVA_HOME	C:\Program Files\OpenJDK\openjdk-11.0.15_10
4016	upfc.exe	0x1881df51ed0	NUMBER_OF_PROCESSORS	8
4016	upfc.exe	0x1881df51ed0	OS	Windows_NT
4016	upfc.exe	0x1881df51ed0	Path	C:\Program Files\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Python37\Scripts\;C:\Python37\;C:\Python27\;C:\Python27\Scripts;C:\ProgramData\Boxstarter;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\ProgramData\chocolatey\bin;C:\Program Files\Puppet Labs\Puppet\bin;C:\Program Files\OpenJDK\openjdk-11.0.15_10\bin;C:\Program Files\nodejs\;C:\Program Files\Microsoft VS Code\bin
4016	upfc.exe	0x1881df51ed0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
4016	upfc.exe	0x1881df51ed0	PROCESSOR_ARCHITECTURE	AMD64
4016	upfc.exe	0x1881df51ed0	PROCESSOR_IDENTIFIER	AMD64 Family 23 Model 113 Stepping 0, AuthenticAMD
4016	upfc.exe	0x1881df51ed0	PROCESSOR_LEVEL	23
4016	upfc.exe	0x1881df51ed0	PROCESSOR_REVISION	7100
4016	upfc.exe	0x1881df51ed0	ProgramData	C:\ProgramData
4016	upfc.exe	0x1881df51ed0	ProgramFiles	C:\Program Files
4016	upfc.exe	0x1881df51ed0	ProgramFiles(x86)	C:\Program Files (x86)
4016	upfc.exe	0x1881df51ed0	ProgramW6432	C:\Program Files
4016	upfc.exe	0x1881df51ed0	PSModulePath	C:\ProgramData\FEVM;C:\ProgramData\Boxstarter;C:\Program Files\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
4016	upfc.exe	0x1881df51ed0	PUBLIC	C:\Users\Public
4016	upfc.exe	0x1881df51ed0	RAW_TOOLS_DIR	C:\Tools
4016	upfc.exe	0x1881df51ed0	SystemDrive	C:
4016	upfc.exe	0x1881df51ed0	SystemRoot	C:\Windows
4016	upfc.exe	0x1881df51ed0	TEMP	C:\Windows\TEMP
4016	upfc.exe	0x1881df51ed0	TMP	C:\Windows\TEMP
4016	upfc.exe	0x1881df51ed0	TOOL_LIST_DIR	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\FLARE
4016	upfc.exe	0x1881df51ed0	TOOL_LIST_SHORTCUT	C:\Users\IEUser\Desktop\FLARE.lnk
4016	upfc.exe	0x1881df51ed0	USERNAME	SYSTEM
4016	upfc.exe	0x1881df51ed0	USERPROFILE	C:\Windows\system32\config\systemprofile
4016	upfc.exe	0x1881df51ed0	VM_COMMON_DIR	C:\ProgramData\FEVM
4016	upfc.exe	0x1881df51ed0	windir	C:\Windows
720	GoogleUpdate.e	0x6420b0	ALLUSERSPROFILE	C:\ProgramData
720	GoogleUpdate.e	0x6420b0	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
720	GoogleUpdate.e	0x6420b0	ChocolateyInstall	C:\ProgramData\chocolatey
720	GoogleUpdate.e	0x6420b0	ChocolateyToolsLocation	C:\Tools
720	GoogleUpdate.e	0x6420b0	CommonProgramFiles	C:\Program Files\Common Files
720	GoogleUpdate.e	0x6420b0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
720	GoogleUpdate.e	0x6420b0	CommonProgramW6432	C:\Program Files\Common Files
720	GoogleUpdate.e	0x6420b0	COMPUTERNAME	MSEDGEWIN10
720	GoogleUpdate.e	0x6420b0	ComSpec	C:\Windows\system32\cmd.exe
720	GoogleUpdate.e	0x6420b0	DriverData	C:\Windows\System32\Drivers\DriverData
720	GoogleUpdate.e	0x6420b0	JAVA_HOME	C:\Program Files\OpenJDK\openjdk-11.0.15_10
720	GoogleUpdate.e	0x6420b0	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
720	GoogleUpdate.e	0x6420b0	NUMBER_OF_PROCESSORS	8
720	GoogleUpdate.e	0x6420b0	OS	Windows_NT
720	GoogleUpdate.e	0x6420b0	Path	C:\Program Files\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Python37\Scripts\;C:\Python37\;C:\Python27\;C:\Python27\Scripts;C:\ProgramData\Boxstarter;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\ProgramData\chocolatey\bin;C:\Program Files\Puppet Labs\Puppet\bin;C:\Program Files\OpenJDK\openjdk-11.0.15_10\bin;C:\Program Files\nodejs\;C:\Program Files\Microsoft VS Code\bin;C:\Windows\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps;
720	GoogleUpdate.e	0x6420b0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
720	GoogleUpdate.e	0x6420b0	PROCESSOR_ARCHITECTURE	AMD64
720	GoogleUpdate.e	0x6420b0	PROCESSOR_IDENTIFIER	AMD64 Family 23 Model 113 Stepping 0, AuthenticAMD
720	GoogleUpdate.e	0x6420b0	PROCESSOR_LEVEL	23
720	GoogleUpdate.e	0x6420b0	PROCESSOR_REVISION	7100
720	GoogleUpdate.e	0x6420b0	ProgramData	C:\ProgramData
720	GoogleUpdate.e	0x6420b0	ProgramFiles	C:\Program Files
720	GoogleUpdate.e	0x6420b0	ProgramFiles(x86)	C:\Program Files (x86)
720	GoogleUpdate.e	0x6420b0	ProgramW6432	C:\Program Files
720	GoogleUpdate.e	0x6420b0	PSModulePath	C:\ProgramData\FEVM;C:\ProgramData\Boxstarter;C:\Program Files\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
720	GoogleUpdate.e	0x6420b0	PUBLIC	C:\Users\Public
720	GoogleUpdate.e	0x6420b0	RAW_TOOLS_DIR	C:\Tools
720	GoogleUpdate.e	0x6420b0	SystemDrive	C:
720	GoogleUpdate.e	0x6420b0	SystemRoot	C:\Windows
720	GoogleUpdate.e	0x6420b0	TEMP	C:\Windows\TEMP
720	GoogleUpdate.e	0x6420b0	TMP	C:\Windows\TEMP
720	GoogleUpdate.e	0x6420b0	TOOL_LIST_DIR	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\FLARE
720	GoogleUpdate.e	0x6420b0	TOOL_LIST_SHORTCUT	C:\Users\IEUser\Desktop\FLARE.lnk
720	GoogleUpdate.e	0x6420b0	USERDOMAIN	WORKGROUP
720	GoogleUpdate.e	0x6420b0	USERNAME	MSEDGEWIN10$
720	GoogleUpdate.e	0x6420b0	USERPROFILE	C:\Windows\system32\config\systemprofile
720	GoogleUpdate.e	0x6420b0	VM_COMMON_DIR	C:\ProgramData\FEVM
